needle,name-ru,description-ru,name-kk,description-kk,name-en,description-en
Малина-базилик-шиповник 1 л,Малина-базилик-шиповник 1 л,"Яркий ягодный микс с тонкими травяными нотками: насыщенная малина, свежий базилик и лёгкая кислинка шиповника.",Малина-базилик-шиповник 1 л,"Жұмсақ шөптердің ноталарымен жарқын жидек қоспасы: бай малина, жаңа базилик және шиповниктің жеңіл қышқылдығы.",Raspberry-basil-rosehip 1 l,"Bright berry mix with subtle herbal notes: rich raspberry, fresh basil, and light tang of rosehip."
Вишня-тибетская ромашка 1л,Вишня-тибетская ромашка 1л,"Глубокий вкус сочной вишни с деликатной ноткой тибетской ромашки, создающий гармонию сладости и лёгкой терпкости.",Вишня-тибет ромашкасы 1 л,"Тибет ромашкасының нәзік ноталарымен шырынды шие дәмі, тәттілік пен жеңіл ащылықтың гармониясын жасайды.",Cherry-Tibetan chamomile 1 l,"The deep taste of juicy cherries with a delicate note of Tibetan chamomile, creating a harmony of sweetness and light bitterness."
Тархун-кафир лайм 1 л,Тархун-кафир лайм 1 л,"Освежающий тандем пряного тархуна и ароматного каффир-лайма для тех, кто любит необычные вкусовые сочетания.",Тархун-кафир лайм 1 л,Қызық дәмдерді ұнататындарға арналған хош иісті тархун мен хош иісті кафир-лаймның сергітетін үйлесімі.,Tarkhuna-cafirlime 1 l,Refreshing tandem of spicy tarragon and fragrant kaffir lime for those who enjoy unusual flavor combinations.
Тархун-кафир лайм 400 мл,Тархун-кафир лайм 400 мл,"Освежающий тандем пряного тархуна и ароматного каффир-лайма для тех, кто любит необычные вкусовые сочетания.",Тархун-кафир лайм 400 мл,Қызық дәмдерді ұнататындарға арналған хош иісті тархун мен хош иісті кафир-лаймның сергітетін үйлесімі.,Tarkhuna-cafirlime 400 ml,Refreshing tandem of spicy tarragon and fragrant kaffir lime for those who enjoy unusual flavor combinations.
Клубника-улун 400 мл,Клубника-улун 400 мл,Нежная сладость клубники в сочетании с мягким чайным послевкусием улуна – лёгкий и гармоничный вкус.,Клубника-улун 400 мл,Құлпынайдың нәзік тәттілігі мен улун шайының жұмсақ дәмі – жеңіл және үйлесімді дәм.,Strawberry-oolong 400 ml,Tender sweetness of strawberries combined with the soft tea aftertaste of oolong – a light and harmonious flavor.
Клубника-улун 1 л,Клубника-улун 1 л,Нежная сладость клубники в сочетании с мягким чайным послевкусием улуна – лёгкий и гармоничный вкус.,Клубника-улун 1 л,Құлпынайдың нәзік тәттілігі мен улун шайының жұмсақ дәмі – жеңіл және үйлесімді дәм.,Strawberry-oolong 1 l,Tender sweetness of strawberries combined with the soft tea aftertaste of oolong – a light and harmonious flavor.
Имбирь цитрусы 1 л,Имбирь цитрусы 1 л,"Пикантный имбирь, дополненный сочными цитрусами, создаёт бодрящий и согревающий вкус с лёгкой остринкой.",Имбирь-цитрус 1 л,"Ащы имбирь, шырынды цитрустармен толықтырылған, сергітетін және жылыту дәмін береді, жеңіл ащылықпен.",Ginger-citrus 1 l,Spicy ginger complemented by juicy citrus creates an invigorating and warming taste with a slight spiciness.
Имбирь цитрусы 400 мл,Имбирь цитрусы 400 мл,"Пикантный имбирь, дополненный сочными цитрусами, создаёт бодрящий и согревающий вкус с лёгкой остринкой.",Имбирь-цитрус 400 мл,"Ащы имбирь, шырынды цитрустармен толықтырылған, сергітетін және жылыту дәмін береді, жеңіл ащылықпен.",Ginger-citrus 400 ml,Spicy ginger complemented by juicy citrus creates an invigorating and warming taste with a slight spiciness.
Манго-маракуйя 400 мл,Манго-маракуйя 400 мл,Тропический взрыв вкуса: сладкое манго и экзотическая маракуйя создают идеальное сочетание свежести и лёгкой кислинки.,Манго-маракуйя 400 мл,"Тропикалық дәмнің жарылысы: тәтті манго мен экзотикалық маракуйяның тамаша үйлесімі, балғындық пен жеңіл қышқылдылықтың мінсіз үйлесімі.",Mango-passion fruit 400 ml,Tropical flavor explosion: sweet mango and exotic passion fruit create the perfect balance of freshness and a slight tartness.
Малина-базилик-шиповник 400 мл,Малина-базилик-шиповник 400 мл,"Яркий ягодный микс с тонкими травяными нотками: насыщенная малина, свежий базилик и лёгкая кислинка шиповника.",Малина-базилик-шиповник 400 мл,"Жұмсақ шөптердің ноталарымен жарқын жидек қоспасы: бай малина, жаңа базилик және шиповниктің жеңіл қышқылдығы.",Raspberry-basil-rosehip 400 ml,"Bright berry mix with subtle herbal notes: rich raspberry, fresh basil, and light tang of rosehip."
Вишня-тибетская ромашка 400 мл,Вишня-тибетская ромашка 400 мл,"Глубокий вкус сочной вишни с деликатной ноткой тибетской ромашки, создающий гармонию сладости и лёгкой терпкости.",Вишня-тибет ромашкасы 400 мл,"Тибет ромашкасының нәзік ноталарымен шырынды шие дәмі, тәттілік пен жеңіл ащылықтың гармониясын жасайды.",Cherry-Tibetan chamomile 400 ml,"The deep taste of juicy cherries with a delicate note of Tibetan chamomile, creating a harmony of sweetness and light bitterness."
Perrier Maison Peach Cherry 250 мл,Perrier Maison Peach Cherry 250 мл,Французская классика со вкусом спелого персика и сочной черешни – лёгкое игристое наслаждение с освежающей газировкой.,Perrier Maison Peach Cherry 250 мл,"Француздық классика, піскен шабдалы мен шырынды шие дәмі бар – жеңіл, газдалған әрі сергітетін рақаттану.",Perrier Maison Peach Cherry 250 ml,French classic with the taste of ripe peach and juicy cherries – a light sparkling delight with refreshing carbonation.
Солянка,Солянка,Густая солянка с копченой говядиной и курочкой,Солянка,Қою солянка ысталған сиыр еті мен тауық етінен,Solanka,Thick solyanka with smoked beef and chicken
Салат Патонг,Салат Патонг,"Карамелизированные баклажаны со свежими томатами под азиатским соусом, украшенные кинзой и кунжутными семечками",Патонг салаты,"Карамельденген баклажандар жаңа қызанақтармен, азиялық соустың астында, кориандр мен кунжіт тұқымдарымен безендірілген",Patong Salad,"Caramelized eggplant with fresh tomatoes under an Asian sauce, garnished with cilantro and sesame seeds"
Сырники из иримшика,Сырники из иримшика,Теплые сырники из иримшика с ягодным соусом и сливочным муссом,Ирымшик сырнигі,Жидек тұздығы мен кілегейлі мусс қосылған жылы иримшик сырнигі,Irymshik Syrniki,"Warm syrniki made from irimshik cheese, served with berry sauce and creamy mousse"
Жареный рис с цыпленком,Жареный рис с цыпленком,"Жареный в соусе терияки рис с яйцом, подается с куриным филе и чесночными чипсами",Тауықпен қуырылған күріш,"Терияки соусында қуырылған күріш жұмыртқамен, тауық филесі және сарымсақ чипстерімен бірге беріледі.",Fried Rice with Chicken,"Fried rice in teriyaki sauce with egg, served with chicken fillet and garlic chips."
Куриный бургер,Куриный бургер,Классический бургер с сочной котлетой из цыпленка,Тауық бургері,Классикалық бургер шырынды тауық котлетімен,Chicken Burger,Classic burger with a juicy chicken patty
Чайла донер из курицы,Чайла донер из курицы,"Фирменный донер с курицей, маринованными огурцами и фри, подается с картофелем фри и кетчупом",Чайла тауық донері,"Фирмалық донер тауық, маринадталған қияр мен фри қосылған, картоп фри және кетчуппен",Chayla Chicken Doner,"Signature doner with chicken, pickled cucumbers, and fries, served with french fries and ketchup"
Поке с лососем,Поке с лососем,"Свежий рис с лососем, авокадо, чуккой, ананасом и ореховой заправкой.",Лососьпен поке,"Жаңа күріш лосось, авокадо, чукка, ананас пен жаңғақ соусымен",Poke with Salmon,"Fresh rice with salmon, avocado, chukka, pineapple, and nut sauce"
Фитнес боул с курицей и киноа,Фитнес боул с курицей и киноа,"Белковый фитнес боул с обжаренной курочкой, киноа и авокадо",Тауық пен квиноамен фитнес боулы,"Протеинді фитнес боулы қуырылған тауық еті, киноа мен авокадо қосылған",Fitness Bowl with Chicken and Quinoa,"Protein fitness bowl with grilled chicken, quinoa, and avocado"
Английский завтрак,Английский завтрак,Сытный английский завтрак с говяжьими колбасками и миксом зелени,Англиялық таңғы ас,Тоқ жүретін ағылшын таңғы асы сиыр еті шұжығы мен жасыл шөп қоспасымен.,English Breakfast,Hearty English breakfast with beef sausages and a mix of greens.
Оладьи из кабачков ,Оладьи из кабачков ,"Кабачковые оладьи с гуакамоле, томатами, огурцами, шпинатом и кунжутным дрессингом",Қарбыз бөкпесі,"Кабачоктан жасалған оладьилер, гуакамоле, помидорлар, қиярлар, шпинат және кунжутты соуспен",Zucchini Pancakes,"Zucchini fritters with guacamole, tomatoes, cucumbers, spinach, and sesame dressing"
Зеленый боул,Зеленый боул,"Питательный боул с яйцом, кремом из оливок, шпинатом, кабачками, брокколи, авокадо и попкорном из киноа",Жасыл боул,"Жұмыртқамен, зәйтүн майы кремімен, шпинатпен, кабачоктармен, брокколи, авокадо мен киноадан жасалған попкорнмен қоректік боул",Green Bowl,"Nutritious bowl with egg, olive cream, spinach, zucchini, broccoli, avocado, and quinoa popcorn"
Турецкий завтрак,Турецкий завтрак,"Сытный завтрак с яйцами, томатами конкасе, шпинатом и зеленым луком",Түрік таңғы ас,"Жұмыртқамен, консервіленген помидорлармен, шпинатпен және жасыл пиязбен дәмді таңғы ас",Turkish Breakfast,"Hearty breakfast with eggs, concasse tomatoes, spinach, and green onions"
Хумус 100 гр,Хумус 100 гр,Нежный крем из нута с оливковым маслом и ароматной паприкой — классическая восточная закуска с мягкой текстурой и насыщенным вкусом.,Хумус 100 гр,"Нуттан жасалған нәзік крем, зәйтүн майы және дәмді паприка - жұмсақ текстуралы және бай дәмді дәстүрлі шығыс тағамы",Hummus 100g,Delicate chickpea cream with olive oil and aromatic paprika — a classic Eastern appetizer with a smooth texture and rich taste
Бабагануш 100 гр,Бабагануш 100 гр,"Лёгкий крем из печёного баклажана с нотками копчёности, сибулетом и каплей оливкового масла — мягкий и бархатистый вкус Ближнего Востока",Бабагануш 100 гр,"Қуырылған баклажаннан жасалған жеңіл крем, түтіндік дәмі, сибулет пен зәйтүн майының бірнеше тамшысы - Таяу Шығыстың жұмсақ және барқыт дәмі",Baba Ganoush 100g,"Light roasted eggplant cream with smoky notes, chives, and a drop of olive oil — a soft and velvety taste of the Middle East"
Капоната 100 гр,Капоната 100 гр,"Средиземноморская закуска из томлёных овощей с добавлением кедровых орехов и сибулета — насыщенная, ароматная и сбалансированная.",Капоната 100 гр,"Томалаған көкөністерден жасалған Жерорта теңізі тағамы, кедр жаңғақтары мен сибулет қосылған - бай, хош иісті және теңдестірілген",Caponata 100g,"Mediterranean appetizer of stewed vegetables with pine nuts and chives — rich, fragrant, and balanced"
Крем из феты 100 гр,Крем из феты 100 гр,"Нежный сливочный крем с солоноватой фетой, оливковой пастой и сибулетом — изысканная намазка с выразительным вкусом.",Фета кремі 100 гр,"Нәзік кремді фета ірімшігі, зәйтүн пастасы мен сибулеттен жасалған - дәмді намазка",Feta Cream 100g,"Delicate creamy spread with salty feta, olive paste, and chives — an exquisite spread with a distinct flavor"
Мухаммара 100 гр,Мухаммара 100 гр,"Пикантный дип из печёного перца и вяленых томатов с творожным сыром, сибулетом и оливковым маслом — яркое сочетание сладкого и острого.",Мухаммара 100 гр,"Қуыруланған бұрыш пен кептірілген помидордан жасалған пикантты дип, сүзбе ірімшігі, сибулет пен зәйтүн майымен - тәтті мен ащының тамаша үйлесімі",Muhammara 100g,"Spicy dip of roasted peppers and sun-dried tomatoes with cream cheese, chives, and olive oil — a bright combination of sweet and spicy"
Фруктовая тарелка,Фруктовая тарелка,"Свежие и сочные сезонные фрукты, нарезанные для удобства, — лёгкое и яркое дополнение к любому столу.",Жеміс табағы,"Жаңа әрі шырынды маусымдық жемістер, ыңғайлы етіп туралған - кез келген үстелге жеңіл және жарқын қосымша",Fruit Plate,"Fresh and juicy seasonal fruits, sliced for convenience — a light and vibrant addition to any table"
Восточные сладости,Восточные сладости,"Ассорти из благородных сыров с орехами, виноградом и медом — идеальное сочетание сладкого и солёного.",Шығыс тәттілері,"Қымбат ірімшіктерден жасалған асорти, жаңғақтар, жүзім және бал - тәтті мен тұздың тамаша үйлесімі",Eastern Sweets,"Assorted fine cheeses with nuts, grapes, and honey — the perfect combination of sweet and salty"
Сырная тарелка,Сырная тарелка,"Ассорти из благородных сыров с орехами, виноградом и медом — идеальное сочетание сладкого и солёного.",Сыр табағы,"Қымбат ірімшіктерден жасалған асорти, жаңғақтар, жүзім және бал - тәтті мен тұздың тамаша үйлесімі",Cheese Plate,"Assorted fine cheeses with nuts, grapes, and honey — the perfect combination of sweet and salty"
Пивные креветки ,Пивные креветки ,"Сочные креветки, обжаренные с ароматными специями, подаются горячими - идеальная закуска к пенному",Бір бөтелке сыра қосылған асшаяндар,"Дәмді теңіз өнімдері, хош иісті дәмдеуіштермен қуырылған - сырамен тамаша тағам",Beer Shrimp,"Juicy shrimp, sautéed with aromatic spices, served hot — the perfect snack to go with beer"
Брокколи в арахисовом соусе ,Брокколи в арахисовом соусе ,"Сочные соцветия брокколи в пряном арахисово-чили соусе, посыпанные фисташками и сибулетом, с каплей оливкового масла.",Арахис тұздығында брокколи,"Хош иісті брокколи гүлдері, ащы жержаңғақ пен чили соусында, фисташкалар мен сибулетпен, зәйтүн майының бірнеше тамшысымен",Broccoli in Peanut Sauce,"Juicy broccoli florets in a spicy peanut-chili sauce, sprinkled with pistachios and chives, with a drop of olive oil"
Пивной сет,Пивной сет,Сытный набор пивных байтов не оставит вас равнодушным,Сыра жинағы,Тұзды пивалық байттар жиынтығы сізді бейжай қалдырмайды,Beer Set,Hearty beer bites platter that will leave you delighted
Крылышки баффало,Крылышки баффало,"Хрустящие креветки в темпурном кляре, подаются с пикантным соусом динамит, кунжутом и сибулетом.",Баффало қанаттары,"Қуырылған креветкалар, темпура клярында, динамит соусымен, кунжутпен және сибулетпен ұсынылады",Buffalo Wings,"Crispy shrimp in tempura batter, served with spicy dynamite sauce, sesame seeds, and chives"
Креветки темпура с соусом васаби,Креветки темпура с соусом васаби,"Острые креветки в кляре с соусом васаби и терияке, украшенные луком сибулет и кунжутом",Темпура асшаяндар васаби соусымен,"Қуырылған креветкалар, васаби және терияке соусымен, сибулет пен кунжутпен безендірілген",Tempura Shrimp with Wasabi Sauce,"Spicy shrimp in batter with wasabi and teriyaki sauce, garnished with chives and sesame seeds"
Лепешка греческая,Лепешка греческая,"Греческая лепешка на топленом масле с йогуртом, яйцами и сыром фетакса.",Грек лепешкасы,"Грек лепешкасы, маймен пісірілген, йогурт, жұмыртқа және фета ірімшігімен",Greek Flatbread,"Greek flatbread with clarified butter, yogurt, eggs, and feta cheese"
Слоеная лепешка с зеленым луком,Слоеная лепешка с зеленым луком,Пшеничная лепешка с зеленым луком,Жасыл пиязбен қабатталған қуырылған лепешка,Бидай лепешкасы жасыл пиязбен,Puff Pastry with Green Onion,Wheat flatbread with green onions
Гуляш,Гуляш,Нежнейший суп гуляш с говяжьим ребром и отварными овощами,Гуляш,"Сиыр етінен жасалған гуляш сорпасы, көкөністермен",Goulash,Tender goulash soup with beef ribs and boiled vegetables
Том ям с морепродуктами ,Том ям с морепродуктами ,Пикантный Том Ям с морепродуктами,Том Ям теңіз өнімдерімен,Пикантты Том Ям теңіз өнімдерімен,Tom Yum with Seafood,Spicy Tom Yum with seafood
Куриный суп с пельменями и лапшой ,Куриный суп с пельменями и лапшой ,Насыщенный куриный бульон с домашней лапшой и пельменями,Тауық сорпасы пельменьмен және лапшамен,"Насыщенный тауық еті бульоны, үйленген лапшамен және пельмендермен",Chicken Soup with Dumplings and Noodles,Rich chicken broth with homemade noodles and dumplings
Борщ с телятиной,Борщ с телятиной,"Наваристый борщ с говядиной, подается со сметаной и Бородинским хлебом с сливочно-чесночным маслом.",Борщ телятинамен,"Қызылша сорпасы сиыр етімен, қышқыл майы мен Бородин нанымен ұсынылады",Borscht with Veal,"Hearty borscht with beef, served with sour cream and Borodino bread with creamy garlic butter"
Рамен с курицей ,Рамен с курицей ,"Японский суп с пшеничной лапшой, куриным филе, грибами шиитаке и сыром тофу",Рамен тауықпен,"Жапондық сорпа, бидай лапшасымен, тауық етімен, шиитаке саңырауқұлақтарымен және тофу ірімшігімен",Ramen with Chicken,"Japanese soup with wheat noodles, chicken fillet, shiitake mushrooms, and tofu cheese"
Спагетти Болоньезе ,Спагетти Болоньезе ,Спагетти из твердых сортов пшеницы под соусом Болоньезе,Спагетти Болоньезе,"Қатты бидайдан жасалған спагетти, Болоньезе соусымен",Spaghetti Bolognese,Spaghetti made from durum wheat with Bolognese sauce
Пенне Аррабиата,Пенне Аррабиата,Пенне под соусом из микса спелых томатов с базиликом,Пенне Аррабиата,"Пенне, пісірілген томаттар мен базиликпен соусты",Penne Arrabbiata,Penne with a sauce of ripe tomatoes and basil
Фетучини Альфредо ,Фетучини Альфредо ,Фетучини с обжаренной куриной грудкой и шампиньонами под тертым Пармезаном,Фетучини Альфредо,"Фетучини, қуырылған тауық еті мен саңырауқұлақтарымен, Пармезан ірімшігімен",Fettuccine Alfredo,"Fettuccine with grilled chicken breast and mushrooms, topped with grated Parmesan"
Чикен бургер,Чикен бургер,Классический бургер с сочной котлетой из цыпленка,Тауық бургері,"Классикалық бургер, шырынды тауық етінен жасалған котлетамен",Chicken Burger,Classic burger with a juicy chicken patty
Бургер Чайла ,Бургер Чайла ,Фирменный бургер с говяжьей котлетой собственного приготовления из мраморной говядины. Подается с картофелем фри,Чайла бургері,"Фирмалық бургер, мраморлы сиыр етінен жасалған котлетамен, картоп фриімен",Chayla Burger,"Signature burger with a beef patty made from marbled beef, served with French fries"
Пицца Маргарита,Пицца Маргарита,"Маргарита с Моцареллой, свежим базиликом и тертым Пармезаном",Маргарита пиццасы,"Маргарита пиццасы, моцарелла, жаңа базилик және терілу пармезанмен",Margherita Pizza,"Margherita pizza with mozzarella, fresh basil, and grated Parmesan"
Пицца Пепперони ,Пицца Пепперони ,"Пицца с томатным соусом, пикантной пепперони и сыром Пармезан.",Пепперони пиццасы,"Пицца, томат соусымен, пикантты пепперони мен пармезан ірімшігімен",Pepperoni Pizza,"Pizza with tomato sauce, spicy pepperoni, and Parmesan cheese"
Пицца цыпленок с грибами ,Пицца цыпленок с грибами ,"Популярная пицца с копченой куриной грудкой, шампиньонами и сыром Пармезан.",Тауық пен саңырауқұлақ пиццасы,"Көп танымал пицца, түтінмен қуырылған тауық еті, шампиньондар және пармезан ірімшігімен",Chicken and Mushrooms Pizza,"Popular pizza with smoked chicken breast, mushrooms, and Parmesan cheese"
Пицца четыре сыра ,Пицца четыре сыра ,Нежнейшая пицца с 4 разными видами сыра,Төрт ірімшік пиццасы,"Нәзік пицца, 4 түрлі ірімшіктен",Four Cheese Pizza,Delicate pizza with four different types of cheese
Греческий салат ,Греческий салат ,Салат из свежих овощей с оливками и сыром Фета заправленный греческим соусом и соусом бальзамик,Грек салаты,"Жаңа көкөністерден жасалған салат, оливкалар мен фета ірімшігімен, грек соусымен және бальзамик соусымен",Greek Salad,"Fresh vegetable salad with olives and feta cheese, dressed with Greek sauce and balsamic vinegar"
Зеленый салат с креветками,Зеленый салат с креветками,Зеленый салат из свежих овощей и жаренных креветок,Жасыл салат асшаяндармен,Жаңа көкөністерден және қуырылған креветкалардан жасалған жасыл салат,Green Salad with Shrimp,Green salad with fresh vegetables and grilled shrimp
Лимонный тарт,Лимонный тарт,Рассыпчатое песочное тесто с ароматным лимонным кремом и нежной меренгой сверху,Лимон тарт,"Ұнтақталған пісірілген қамыр, хош иісті лимон кремі мен нәзік меренгамен",Lemon Tart,Crispy shortcrust pastry with fragrant lemon cream and delicate meringue on top
Баскский чизкейк манго-маракуйя,Баскский чизкейк манго-маракуйя,"Чизкейк Сан Себастьян, политый пюре манго и маракуйя",Баск чизи кексы манго-маракуйя,"Чизкейк Сан Себастьян, манго және маракуйя пюресімен",Basque Cheesecake Mango-Passionfruit,"San Sebastian cheesecake, topped with mango and passion fruit puree"
Бельгийские вафли,Бельгийские вафли,"Горячие вафли с ванильным мороженым, сливочным кремом, смородиновым джемом и бананом, украшенные карамельным соусом, сахарной пудрой и мятой.",Банан қосылған бельгиялық вафли,"Жылы вафли, ванильді балмұздақпен, креммен, қарақат джемімен және бананмен, карамель соусымен, қант ұнтағымен және ментамен безендірілген",Belgian Waffles with Banana,"Warm waffles with vanilla ice cream, creamy filling, currant jam, and banana, garnished with caramel sauce, powdered sugar, and mint"
Сырники из иримшика,Сырники из иримшика,Теплые сырники из иримшика с ягодным соусом и сливочным муссом,Ирымшик сырнигі,"Ыстық сырники, иримшикпен, жидек соусымен және кремді мусс",Irimshik cheese pancakes,"Warm syrniki with irimshik, berry sauce, and creamy mousse"
Куриное бедро с картофелем и грибами ,Куриное бедро с картофелем и грибами ,"Нежное куриное бедро, запеченное с картофелем и шампиньонами, в сочетании с ароматным соевым соусом и зелёным луком для пикантного вкуса.",Тауық жамбасы картоп пен саңырауқұлақтармен,"Нәзік тауық жамбасы, картоп пен шампиньонмен пісірілген, хош иісті соя соусымен және жасыл пиязбен пикантты дәмде",Chicken thigh with potatoes and mushrooms,"Tender chicken thigh, baked with potatoes and mushrooms, combined with fragrant soy sauce and green onions for a spicy taste"
Филе Миньон с картофельным гратеном,Филе Миньон с картофельным гратеном,"Нежнейший филе миньон с устричным соусом, подается с ароматным картофельным гратеном и хрустящими чесночными чипсами.",Филе Миньон картоп гратинымен,"Нәзік филе миньон, устрица соусымен, хош иісті картоп гратені мен қытырлақ сарымсақ чипсаларымен",Filet Mignon with potato gratin,"Delicate fillet mignon with oyster sauce, served with fragrant potato gratin and crispy garlic chips"
Говяжья котлета с пюре и яйцом ,Говяжья котлета с пюре и яйцом ,"Обжаренная на растительном масле говяжья котлета, подается с картофельным пюре и грибами шампиньон",Говяжья котлеті пюре мен жұмыртқамен,"Қуыру майында қуырылған сиыр етінен жасалған котлет, картоп пюресі мен шампиньондармен",Beef cutlet with mashed potatoes and egg,"Beef patty fried in vegetable oil, served with mashed potatoes and champignon mushrooms"
Донер с цыпленком,Донер с цыпленком,"Фирменный донер с курицей, маринованными огурцами и фри, подается с картофелем фри и кетчупом.",Тауық донері,"Фирмалық донер, тауық етімен, маринован қияр мен картоп фри, кетчуппен ұсынылады",Chicken doner,"Signature döner with chicken, pickled cucumbers, and fries, served with French fries and ketchup"
Жареный рис с цыпленком ,Жареный рис с цыпленком ,"Жареный в терияке соусе рис с яйцом, подается с куриным филе и чесночными чипсами",Тауықпен қуырылған күріш,"Терияке соусымен қуырылған күріш, жұмыртқа, тауық еті мен сарымсақ чипсаларымен",Fried rice with chicken,"Fried rice with teriyaki sauce, egg, served with chicken fillet and garlic chips"
Соте из морепродуктов,Соте из морепродуктов,"Соте из морепродуктов с креветками, кальмарами, мидиями, вонголе и анчоусами, приготовленное с луком шалот, оливками и каперсами на сливочном масле, украшено петрушкой и луком сибулет.",Теңіз өнімдерінен соте,"Теңіз өнімдерінен жасалған соте, креветкалар, кальмарлар, мидиялар, вонголе мен аншоус, шалот пиязымен, оливкалар мен каперлермен, кремді майда пісірілген, петрушка мен сибулетпен безендірілген",Seafood sauté,"Seafood sauté with shrimp, squid, mussels, vongole, and anchovies, cooked with shallots, olives, and capers in butter, garnished with parsley and chives"
Удон с креветками ,Удон с креветками ,Лапша удон с тигровыми креветками и томлеными овощами под зеленым соусом Карри,Құртты асшаянмен удон,"Удон лапшасы, теңіз қарақұйрықтарымен және томатталған көкөністермен жасалған карри соусымен",Shrimp udon,Udon noodles with tiger shrimp and stewed vegetables in green curry sauce
Удон с цыпленком NEW,Удон с цыпленком,Лапша удон с панированным цыпленком и грибами вешанки под устричным соусом,Тауықпен удон,Удон кеспесі нанға батқан тауық еті мен устрица саусында пісірілген саңырауқұлақтармен,Chicken udon,Udon noodles with breaded chicken and oyster mushrooms in oyster sauce
Шакшука из микс томатов ланч,Шакшука из микс томатов,,Микс томаттардан шакшука,,Shakshuka from mixed tomatoes,
Картофель фри с пармезаном ,Картофель фри с пармезаном ,Картофель фри с сырным соусом и сыром Пармезан,Парезі бар картоп фри,Картофель фри ірімшек соусымен және Пармезан ірімшігімен,French fries with parmesan,French fries with cheese sauce and Parmesan cheese
Картофельное пюре NEW,Картофельное пюре,"Классическое картофельное пюре, приготовлено с добавлением сливок",Картоп пюресі,"Классикалық картоп пюресі, қаймақ қосып дайындалған",Mashed potatoes,Classic mashed potatoes made with cream
Овощи на гриле NEW,Овощи на гриле,"Свежие овощи, приготовленные на гриле под чесночным маслом",Грильде пісірілген көкөністер,"Жаңа көкөністер, грильде дайындалып, сарымсақ майымен пісірілген",Grilled vegetables,Fresh vegetables grilled and served with garlic butter
Кесадилья с цыпленком NEW,Кесадилья с цыпленком,Закуска из тонкой пшеничной лепешки с сочной пикантной начинкой из сыра и курицы с добавлением перца светофор и халапеньо,Тауықпен кесадилья,"Тоңық бидай нанынан жасалған жеңіл закуска, ірімшік пен тауық етімен дәмді әрі ащы толтырылған, бұрыш және халапеньо қосылған.",Chicken quesadilla,"A snack made of thin wheat flatbread with a juicy, spicy filling of cheese and chicken, enhanced with bell pepper and jalapeño."
Милкшейк Груша Карамель NEW,Милкшейк Груша Карамель,,Алмұрт-карамель милкшейк,,Pear-Caramel milkshake,
Милкшейк Персик Клубника NEW,Милкшейк Персик Клубника,,Шие-персик милкшейк,,Peach-Strawberry milkshake,
"Coca cola 0,250 бут ",Coca-Cola Classic 250 мл,,Coca-Cola классик 250 мл,,Coca-Cola Classic 250 ml,
"Coca cola zero 0,250 бут",Coca-Cola Zero 250 мл,,Coca-Cola Zero 250 мл,,Coca-Cola Zero 250 ml,
"Fanta 0,250 бут",Fanta 250 мл,,Fanta 250 мл,,Fanta 250 ml,
"Sprite 0,250 бут",Sprite 250 мл,,Sprite 250 мл,,Sprite 250 ml,
"Red bull 0,25",Red bull 250 мл,,Red Bull 250 мл,,Red Bull 250 ml,
"Schweppes 0,450",Schweppes 450 мл,,Schweppes 450 мл,,Schweppes 450 ml,
"Perrier Maison Peach Cherry 0,250",Perrier Maison Peach Cherry 250 мл,,Perrier Maison Peach Cherry 250 мл,,Perrier Maison Peach Cherry 250 ml,
"Набеглави 0,2",Набеглави 200 мл,,Набеглави 200 мл,,Nabeglavi 200 ml,
"Набеглави 0,5",Набеглави 500 мл,,Набеглави 500 мл,,Nabeglavi 500 ml,
"Сок Pago 0,200",Сок Pago 200 мл,,Pago шырыны 200 мл,,Pago juice 200 ml,
"Тассай 0,500 без газа",Тассай без газа 500 мл,,Tassay газсыз 500 мл,,Tassay still 500 ml,
"Тассай 0,500 с газом",Тассай с газом 500 мл,,Tassay газбен 500 мл,,Tassay sparkling 500 ml,
Тассай Emerald 0.75л,Тассай Emerald 750 мл,,Tassay Emerald 750 мл,,Tassay Emerald 750 ml,
Тассай Excellent 0.75л,Тассай Excellent 750 мл,,Tassay Excellent 750 мл,,Tassay Excellent 750 ml,
"Тассай без газа 0,250 бут",Тассай без газа 250 мл,,Tassay газсыз 250 мл,,Tassay still 250 ml,
"Тассай с газом 0,250 бут",Тассай с газом 250 мл,,Tassay газбен 250 мл,,Tassay sparkling 250 ml,
"Чай Ташкентский 0,400 New!",Чай Ташкентский 400 мл,"Ароматный чай с нотами зелёного чая, цитрусов и восточных специй.",Ташкент шайы 400 мл,"Хош иісті шай жасыл шай, цитрустар мен шығыс дәмдеуіштері ноталарымен",Tashkent tea 400 ml,"Aromatic tea with notes of green tea, citrus, and oriental spices"
"Чай Ташкентский 0,900 New!",Чай Ташкентский 900 мл,"Ароматный чай с нотами зелёного чая, цитрусов и восточных специй.",Ташкент шайы 900 мл,"Хош иісті шай жасыл шай, цитрустар мен шығыс дәмдеуіштері ноталарымен",Tashkent tea 900 ml,"Aromatic tea with notes of green tea, citrus, and oriental spices"
"Чай Дикая вишня 0,400 NEW ",Чай Дикая вишня 400 мл,Яркий фруктовый чай с глубоким вкусом спелой дикой вишни.,Дикая вишня шайы 400 мл,"Табиғи жабайы шиені иісіне керемет хош иісті, жеміс-жидек шайы.",Wild Cherry tea 400 ml,Bright fruit tea with a deep taste of ripe wild cherry.
