needle,name-ru,description-ru,name-kk,description-kk,name-en,description-en
Милкшейк Груша Карамель,Милкшейк Груша Карамель,"Нежное сочетание сладкой груши и ароматной карамели, создающее кремовый и насыщенный напиток с уникальным фруктово-сладким вкусом.",Алмұрт-карамель милкшейк,"Тәтті алмұрт пен хош иісті карамельдің нәзік үйлесімі, ерекше жеміс-жидек пен тәтті дәмі бар кремді және қанық сусын",Pear-Caramel milkshake,"A delicate blend of sweet pear and fragrant caramel, creating a creamy and rich drink with a unique fruity-sweet flavor"
Милкшейк Персик Клубника,Милкшейк Персик Клубника,"Сочная комбинация персика и клубники, которая дарит нежный и фруктовый вкус в каждом глотке, создавая идеальный кремовый напиток для настоящих любителей сладких угощений.",Шие-персик милкшейк,"Шырынды персик пен құлпынайдың комбинациясы, әрбір жұтымда нәзік және жемісті дәм беріп, нағыз тәтті тағамдарды сүйетіндерге арналған идеалды кремді сусын",Peach-Strawberry milkshake,"A juicy combination of peach and strawberry, offering a delicate and fruity flavor in every sip, creating the perfect creamy drink for true sweet treat lovers"
Coca-Cola Classic 250 мл,Coca-Cola Classic 250 мл,,Coca-Cola классик 250 мл,,Coca-Cola Classic 250 ml,
Coca-Cola Zero 250 мл,Coca-Cola Zero 250 мл,,Coca-Cola Zero 250 мл,,Coca-Cola Zero 250 ml,
Fanta 250 мл,Fanta 250 мл,,Fanta 250 мл,,Fanta 250 ml,
Sprite 250 мл,Sprite 250 мл,,Sprite 250 мл,,Sprite 250 ml,
Red bull 250 мл,Red bull 250 мл,,Red Bull 250 мл,,Red Bull 250 ml,
Schweppes 450 мл,Schweppes 450 мл,,Schweppes 450 мл,,Schweppes 450 ml,
Perrier Maison Peach Cherry 250 мл,Perrier Maison Peach Cherry 250 мл,,Perrier Maison Peach Cherry 250 мл,,Perrier Maison Peach Cherry 250 ml,
Набеглави 200 мл,Набеглави 200 мл,,Набеглави 200 мл,,Nabeglavi 200 ml,
Набеглави 500 мл,Набеглави 500 мл,,Набеглави 500 мл,,Nabeglavi 500 ml,
Сок Pago 200 мл,Сок Pago 200 мл,,Pago шырыны 200 мл,,Pago juice 200 ml,
Тассай без газа 500 мл,Тассай без газа 500 мл,,Tassay газсыз 500 мл,,Tassay still 500 ml,
Тассай с газом 500 мл,Тассай с газом 500 мл,,Tassay газбен 500 мл,,Tassay sparkling 500 ml,
Тассай Emerald 750 мл,Тассай Emerald 750 мл,,Tassay Emerald 750 мл,,Tassay Emerald 750 ml,
Тассай Excellent 750 мл,Тассай Excellent 750 мл,,Tassay Excellent 750 мл,,Tassay Excellent 750 ml,
Тассай без газа 250 мл,Тассай без газа 250 мл,,Tassay газсыз 250 мл,,Tassay still 250 ml,
Тассай с газом 250 мл,Тассай с газом 250 мл,,Tassay газбен 250 мл,,Tassay sparkling 250 ml,
Чай Ташкентский 450 мл,Чай Ташкентский 450 мл,"Ароматный чай с нотами зелёного чая, цитрусов и восточных специй.",Ташкент шайы 450 мл,"Хош иісті шай жасыл шай, цитрустар мен шығыс дәмдеуіштері ноталарымен",Tashkent tea 450 ml,"Aromatic tea with notes of green tea, citrus, and oriental spices"
Чай Ташкентский 900 мл,Чай Ташкентский 900 мл,"Ароматный чай с нотами зелёного чая, цитрусов и восточных специй.",Ташкент шайы 900 мл,"Хош иісті шай жасыл шай, цитрустар мен шығыс дәмдеуіштері ноталарымен",Tashkent tea 900 ml,"Aromatic tea with notes of green tea, citrus, and oriental spices"
Чай Дикая вишня 400 мл,Чай Дикая вишня 400 мл,Яркий фруктовый чай с глубоким вкусом спелой дикой вишни.,Дикая вишня шайы 400 мл,"Табиғи жабайы шиені иісіне керемет хош иісті, жеміс-жидек шайы.",Wild Cherry tea 400 ml,Bright fruit tea with a deep taste of ripe wild cherry.
Чай Дикая вишня 900 мл,Чай Дикая вишня 900 мл,Яркий фруктовый чай с глубоким вкусом спелой дикой вишни.,Дикая вишня шайы 900 мл,"Табиғи жабайы шиені иісіне керемет хош иісті, жеміс-жидек шайы.",Wild Cherry tea 900 ml,Bright fruit tea with a deep taste of ripe wild cherry.
Американо 150 мл,Американо 150 мл,Классический чёрный кофе с насыщенным ароматом и сбалансированной горчинкой.,Американо 150 мл,Классикалық қара кофе бай хош иіспен және тепе-тең ащылығымен.,Americano 150 ml,Classic black coffee with a rich aroma and balanced bitterness
Американо 250 мл,Американо 250 мл,Классический чёрный кофе с насыщенным ароматом и сбалансированной горчинкой.,Американо 250 мл,Классикалық қара кофе бай хош иіспен және тепе-тең ащылығымен.,Americano 250 ml,Classic black coffee with a rich aroma and balanced bitterness
Чай Марокканский 450 мл,Чай Марокканский 450 мл,"Освежающий зелёный чай с мятой, придающей напитку лёгкость и прохладу.",Марокканский шай 450 мл,"Жасыл шай, ментпен, сусынға жеңілдік пен салқындық беретін.",Moroccan tea 450 ml,"Refreshing green tea with mint, giving the drink lightness and coolness"
Чай Марокканский 900 мл,Чай Марокканский 900 мл,"Освежающий зелёный чай с мятой, придающей напитку лёгкость и прохладу.",Марокканский шай 900 мл,"Жасыл шай, ментпен, сусынға жеңілдік пен салқындық беретін.",Moroccan tea 900 ml,"Refreshing green tea with mint, giving the drink lightness and coolness"
Английский завтрак,Английский завтрак,Сытный английский завтрак с говяжьими колбасками и миксом зелени,Англиялық таңғы ас,Тоқ жүретін ағылшын таңғы асы сиыр еті шұжығы мен жасыл шөп қоспасымен.,English Breakfast,Hearty English breakfast with beef sausages and a mix of greens.
Бефстроганов,Бефстроганов,"Нежная говяжья вырезка в сливочном соусе с грибами, поданная с картофельным пюре, хрустящими чесночными чипсами и свежими огурцами, для истинного гурмана.",Бефстроганов,"Саңырауқұлақ қосылған кілегейлі тұздықтағы нәзік сиыр етінің филесі, картоп пюресімен, қытырлақ сарымсақ чипстерімен және жаңа қиярмен бірге ұсынылады — нағыз гурман үшін.",Beef Stroganoff,"Tender beef tenderloin in a creamy mushroom sauce, served with mashed potatoes, crispy garlic chips, and fresh cucumbers — a true gourmet delight."
Удон с креветками,Удон с креветками,Лапша удон с тигровыми креветками и томлеными овощами под зеленым соусом Карри,Асшаян қосылған удон кеспесі,"Удон лапшасы, теңіз қарақұйрықтарымен және томатталған көкөністермен жасалған карри соусымен",Udon noodles with shrimp,Udon noodles with tiger shrimp and stewed vegetables in green curry sauce
Фетучини Альфредо,Фетучини Альфредо,Фетучини с обжаренной куриной грудкой и шампиньонами под тертым Пармезаном,Фетучини Альфредо,"Фетучини, қуырылған тауық еті мен саңырауқұлақтарымен, Пармезан ірімшігімен",Fettuccine Alfredo,"Fettuccine with grilled chicken breast and mushrooms, topped with grated Parmesan"
Цезарь с курицей,Цезарь с курицей,"Классический салат с куриной грудкой, свежими листьями салата, томатами черри, хрустящими сухариками и пармезаном под соусом Цезарь.",Цезарь тауықпен,"Цезарь тұздығымен дайындалған классикалық салат: тауықтың төс еті, жаңа салат жапырақтары, черри қызанақтары, қытырлақ крутоны және пармезан ірімшігі.",Caesar with chicken,"A classic salad with chicken breast, fresh lettuce leaves, cherry tomatoes, crispy croutons, and Parmesan cheese, served with Caesar dressing."
Борщ из телятины,Борщ из телятины,"Наваристый борщ с говядиной, подается со сметаной и Бородинским хлебом с сливочно-чесночным маслом.",Бұзау етімен борщ,"Қызылша сорпасы сиыр етімен, қышқыл майы мен Бородин нанымен ұсынылады",Borscht with Veal,"Hearty borscht with beef, served with sour cream and Borodino bread with creamy garlic butter"
Чечевичный суп,Чечевичный суп,"Сытный и ароматный чечевичный суп с овощами и томатами, на оливковом масле с пряной зеленью.",Жасымық сорпасы,"Зәйтүн майында дайындалған, көкөністер мен қызанақ қосылған, хош иісті және тойымды жасымық сорпасы — дәмді көк шөппен бірге.",Lentil soup,"A hearty and aromatic lentil soup with vegetables and tomatoes, cooked in olive oil and topped with fragrant herbs."
Raspberry Ice Latte,Raspberry Ice Latte,"Холодный кофе с ярким вкусом малины и кремовой текстурой, создающий идеальное сочетание свежести и кофейной насыщенности.",Raspberry Ice Latte,"Салқын кофе жарқын малина дәмі мен кремді құрылымымен, сергітетін және кофе байлығының мінсіз үйлесімі",Raspberry Ice Latte,"Iced coffee with a bright raspberry flavor and creamy texture, creating a perfect blend of freshness and coffee richness"
Mint cocoa,Mint cocoa,"Холодный кофе с освежающими нотками мяты и насыщенным вкусом какао, создающий идеальный баланс между бодрящим кофе и приятной сладостью.",Mint cocoa,"Салқын кофе жалбыздың сергітетін ноталарымен және бай какао дәмімен, кофе сергітушілігі мен тәттіліктің тамаша балансы",Mint cocoa,"Iced coffee with refreshing mint notes and rich cocoa flavor, creating a perfect balance between invigorating coffee and pleasant sweetness"
Mango Matcha latte,Mango Matcha latte,"Холодный кофе с нотками нежной матчи и экзотического манго, создающий идеальное сочетание кофейной бодрости и тропической свежести.",Mango Matcha latte,"Салқын кофе нәзік матчаның ноталарымен және экзотикалық манго дәмімен, кофе сергітушілігі мен тропикалық балғындықтың мінсіз үйлесімі",Mango Matcha latte,"Iced coffee with delicate matcha notes and exotic mango, creating a perfect blend of coffee energy and tropical freshness"
Choco strawberry,Choco strawberry,"Холодный кофе с насыщенным вкусом шоколада и сладкой клубники, создающий идеальное сочетание кремовой мягкости и яркой кофейной бодрости.",Choco strawberry,"Салқын кофе бай шоколад дәмі мен тәтті құлпынаймен, кремді жұмсақтық пен жарқын кофе сергітушілігінің мінсіз үйлесімі",Choco strawberry,"Iced coffee with rich chocolate flavor and sweet strawberry, creating a perfect combination of creamy softness and vibrant coffee energy"
Айс американо,Айс американо,"Освежающий чёрный кофе с мягкой горчинкой и лёгкой кислинкой, подаваемый со льдом.",Айс американо,"Жұмсақ ащылығымен және жеңіл қышқылдығымен сергітетін қара кофе, мұзбен ұсынылады.",Iced Americano,"Refreshing black coffee with a mild bitterness and light tang, served with ice."
Айс латте,Айс латте,"Нежный холодный кофейный напиток с молоком, приятной сливочностью и мягким вкусом.",Айс латте,"Қаймақты дәмі мен жұмсақ дәмі бар, сүтпен жасалған нәзік суық кофе сусыны.",Iced latte,"A delicate cold coffee drink with milk, pleasant creaminess, and a smooth taste."
Латте классический 300 мл,Латте классический 300 мл,"Мягкий кофейный напиток с насыщенным эспрессо, молоком и воздушной пеной.",Классикалық латте 300 мл,"Қанық эспрессо, сүт және жеңіл көбік қосылған жұмсақ кофелі сусын.",Classic Latte 300 ml,"A smooth coffee drink with rich espresso, milk, and airy foam."
Капучино 200 мл,Капучино 200 мл,Ароматный кофе с бархатистой молочной пеной и гармоничным вкусом.,Капучино 200 мл,"Ароматты кофе, барқытты сүт көбікпен және үйлесімді дәммен.",Cappuccino 200 ml,Aromatic coffee with velvety milk foam and a harmonious flavor.
Капучино 300 мл,Капучино 300 мл,Ароматный кофе с бархатистой молочной пеной и гармоничным вкусом.,Капучино 300 мл,"Ароматты кофе, барқытты сүт көбікпен және үйлесімді дәммен.",Cappuccino 300 ml,Aromatic coffee with velvety milk foam and a harmonious flavor.
Ягодный смузи,Ягодный смузи,"Освежающий и густой смузи с ягодами, насыщенный витаминами и природной сладостью.",Жидекті смузи,"Жидектермен дайындалған сергітетін және қою смузи, витаминдерге бай және табиғи тәттілігімен ерекшеленеді",Berry Smoothie,"A refreshing and thick smoothie with berries, packed with vitamins and natural sweetness"
Морковный фреш,Морковный фреш,"Свежее и полезное сочетание натуральной моркови, насыщенное витаминами и антиоксидантами.",Сәбіз фреші,"Табиғи сәбізбен дайындалған жаңа және пайдалы сусын, витаминдер мен антиоксиданттарға бай",Carrot freshie,"A fresh and healthy blend of natural carrots, rich in vitamins and antioxidants"
Оладьи из кабачков ,Оладьи из кабачков ,"Кабачковые оладьи с гуакамоле, томатами, огурцами, шпинатом и кунжутным дрессингом",Қарбыз бөкпесі,"Кабачоктан жасалған оладьилер, гуакамоле, помидорлар, қиярлар, шпинат және кунжутты соуспен",Zucchini Pancakes,"Zucchini fritters with guacamole, tomatoes, cucumbers, spinach, and sesame dressing"
Чай Имбирный 450 мл,Чай Имбирный 450 мл,Согревающий чай с насыщенным вкусом имбиря и приятной цитрусовой кислинкой.,Зімбір шайы 450 мл,Зімбірдің қанық дәмі мен жағымды цитрусты қышқылдығы бар жылы шай.,Ginger Tea 450 ml,A warming tea with a rich ginger flavor and a pleasant citrusy tang.
Чай Имбирный 900 мл,Чай Имбирный 900 мл,Согревающий чай с насыщенным вкусом имбиря и приятной цитрусовой кислинкой.,Зімбір шайы 900 мл,Зімбірдің қанық дәмі мен жағымды цитрусты қышқылдығы бар жылы шай.,Ginger Tea 900 ml,A warming tea with a rich ginger flavor and a pleasant citrusy tang.
Чай Бергамот Каламанси 400 мл,Чай Бергамот Каламанси 400 мл,Утончённый чай с изысканными нотами бергамота и экзотического каламанси.,Бергамот-Каламанси шайы 400 мл,Бергамот пен экзотикалық каламансидің нәзік ноталары бар талғампаз шай.,Bergamot Calamansi Tea 400 ml,A refined tea with elegant notes of bergamot and exotic calamansi.
Чай Бергамот Каламанси 900 мл,Чай Бергамот Каламанси 900 мл,Утончённый чай с изысканными нотами бергамота и экзотического каламанси.,Бергамот-Каламанси шайы 900 мл,Бергамот пен экзотикалық каламансидің нәзік ноталары бар талғампаз шай.,Bergamot Calamansi Tea 900 ml,A refined tea with elegant notes of bergamot and exotic calamansi.
Чай Красный Апельсин Облепиха 400 мл,Чай Красный Апельсин Облепиха 400 мл,Насыщенный чай с балансом сладости красного апельсина и терпкости облепихи.,Қызыл апельсин-Шырғанақ шайы 400 мл,Қызыл апельсиннің тәттілігі мен шырғанақтың қышқылдығы үйлескен қанық шай.,Red Orange Sea Buckthorn Tea 400 ml,A rich tea with a balanced blend of red orange sweetness and sea buckthorn tartness.
Чай Красный Апельсин Облепиха 900 мл,Чай Красный Апельсин Облепиха 900 мл,Насыщенный чай с балансом сладости красного апельсина и терпкости облепихи.,Қызыл апельсин-Шырғанақ шайы 900 мл,Қызыл апельсиннің тәттілігі мен шырғанақтың қышқылдығы үйлескен қанық шай.,Red Orange Sea Buckthorn Tea 900 ml,A rich tea with a balanced blend of red orange sweetness and sea buckthorn tartness.
Чай Личи Бузина 400 мл,Чай Личи Бузина 400 мл,Нежный фруктово-ягодный чай с утончённым ароматом личи и лёгкой кислинкой бузины.,Личи-Бозқарақат шайы 400 мл,Личи хош иісі мен бозқарақаттың жеңіл қышқылдығы бар нәзік жеміс-жидекті шай.,Lychee Elderberry Tea 400 ml,A delicate fruit-and-berry tea with the refined aroma of lychee and a gentle elderberry tartness.
Чай Личи Бузина 900 мл,Чай Личи Бузина 900 мл,Нежный фруктово-ягодный чай с утончённым ароматом личи и лёгкой кислинкой бузины.,Личи-Бозқарақат шайы 900 мл,Личи хош иісі мен бозқарақаттың жеңіл қышқылдығы бар нәзік жеміс-жидекті шай.,Lychee Elderberry Tea 900 ml,A delicate fruit-and-berry tea with the refined aroma of lychee and a gentle elderberry tartness.
Чай Малина Кафир Лайм 400 мл,Чай Малина Кафир Лайм 400 мл,Гармоничное сочетание сочной малины и пряного аромата кафир-лайма.,Таңқурай-Кафир лайм шайы 400 мл,Шырынды таңқурай мен кафир лаймның хош иісті дәмі үйлескен шай.,Raspberry Kaffir Lime Tea 400 ml,A harmonious blend of juicy raspberry and the spicy aroma of kaffir lime.
Чай Малина Кафир Лайм 900 мл,Чай Малина Кафир Лайм 900 мл,Гармоничное сочетание сочной малины и пряного аромата кафир-лайма.,Таңқурай-Кафир лайм шайы 900 мл,Шырынды таңқурай мен кафир лаймның хош иісті дәмі үйлескен шай.,Raspberry Kaffir Lime Tea 900 ml,A harmonious blend of juicy raspberry and the spicy aroma of kaffir lime.
Чай Горные травы 400 мл,Чай Горные травы 400 мл,Ароматный травяной чай с насыщенными нотами горных растений и цветов.,Чай Горные травы 400 мл,Жағалаудағы өсімдіктердің хош иісімен табиғи шөп шайы.,Mountain herbs tea 400 ml,Fragrant herbal tea with rich notes of mountain plants and flowers.
Чай Горные травы 900 мл,Чай Горные травы 900 мл,Ароматный травяной чай с насыщенными нотами горных растений и цветов.,Чай Горные травы 900 мл,Жағалаудағы өсімдіктердің хош иісімен табиғи шөп шайы.,Mountain herbs tea 900 ml,Fragrant herbal tea with rich notes of mountain plants and flowers.
Чай Жасмин Тинг Юань 400 мл,Чай Жасмин Тинг Юань 400 мл,Нежный зелёный чай с утончённым ароматом жасмина и лёгкой свежестью.,Жасмин Тин Юань шайы 400 мл,Жасмин хош иісі мен жеңіл дәмімен жасыл шай.,Jasmine Ting Yuan Tea 400 ml,Delicate green tea with refined jasmine aroma and light freshness.
Чай Жасмин Тинг Юань 900 мл,Чай Жасмин Тинг Юань 900 мл,Нежный зелёный чай с утончённым ароматом жасмина и лёгкой свежестью.,Жасмин Тин Юань шайы 900 мл,Жасмин хош иісі мен жеңіл дәмімен жасыл шай.,Jasmine Ting Yuan Tea – 900 ml,Delicate green tea with refined jasmine aroma and light freshness.
Чай Молочный улун 400 мл,Чай Молочный улун 400 мл,Мягкий и сливочный улун с бархатистым молочным послевкусием.,Сүтті улун шайы 400 мл,"Жұмсақ әрі кремді улун, бархаттай сүтті балғындықпен.",Milk Oolong tea 400 ml,Soft and creamy oolong with a velvety milk aftertaste.
Чай Молочный Улун 900 мл,Чай Молочный Улун 900 мл,Мягкий и сливочный улун с бархатистым молочным послевкусием.,Сүтті улун шайы 900 мл,"Жұмсақ әрі кремді улун, бархаттай сүтті балғындықпен.",Milk Oolong tea 900 ml,Soft and creamy oolong with a velvety milk aftertaste.
Чай листовой Эрл грей с бергамотом 400 мл,Чай листовой Эрл грей с бергамотом 400 мл,Изысканный чёрный чай с благородным ароматом бергамота и цитрусовой свежестью.,"Эрл Грей жапырақты шайы, бергамотпен 400 мл",Бергамоттың асыл хош иісі мен цитрус жаңашылығымен дәмделген асыл қара шай.,Loose leaf Earl Grey tea with bergamot 400 ml,Exquisite black tea with a noble aroma of bergamot and citrus freshness.
Чай листовой Эрл грей с бергамотом 900 мл,Чай листовой Эрл грей с бергамотом 900 мл,Изысканный чёрный чай с благородным ароматом бергамота и цитрусовой свежестью.,"Эрл Грей жапырақты шайы, бергамотпен 900 мл",Бергамоттың асыл хош иісі мен цитрус жаңашылығымен дәмделген асыл қара шай.,Loose leaf Earl Grey tea with bergamot 900 ml,Exquisite black tea with a noble aroma of bergamot and citrus freshness.
Чай листовой Ройбуш ваниль-карамель 400 мл,Чай листовой Ройбуш ваниль-карамель 400 мл,Благородный ройбуш с мягкими сливочно-карамельными оттенками.,Ройбуш ваниль-карамель жапырақты шайы 400 мл,"Мәртебелі ройбуш, жұмсақ қаймақ-карамель ноталарымен",Rooibos Vanilla-Caramel Loose Leaf Tea 400 ml,Noble rooibos with soft creamy-caramel notes
Чай листовой Ройбуш ваниль-карамель 900 мл,Чай листовой Ройбуш ваниль-карамель 900 мл,Благородный ройбуш с мягкими сливочно-карамельными оттенками.,Ройбуш ваниль-карамель жапырақты шайы 900 мл,"Мәртебелі ройбуш, жұмсақ қаймақ-карамель ноталарымен",Rooibos Vanilla-Caramel Loose Leaf Tea 900 ml,Noble rooibos with soft creamy-caramel notes
Чай листовой Сенча сенпай 400 мл,Чай листовой Сенча сенпай 400 мл,Классический зелёный чай с насыщенным вкусом и тонкими травяными нотами.,Сенча Сенпай жапырақты шайы 400 мл,Классикалық жасыл шайдың күшті дәмі және көк шөптердің нәзік ноталары.,Sencha Senpai Loose Leaf Tea 400 ml,Classic green tea with a rich flavor and subtle herbal notes.
Чай листовой Сенча сенпай 900 мл,Чай листовой Сенча сенпай 900 мл,Классический зелёный чай с насыщенным вкусом и тонкими травяными нотами.,Сенча Сенпай жапырақты шайы 900 мл,Классикалық жасыл шайдың күшті дәмі және көк шөптердің нәзік ноталары.,Sencha Senpai Loose Leaf Tea 900 ml,Classic green tea with a rich flavor and subtle herbal notes.
Чай листовой черный Ассам 400 мл,Чай листовой черный Ассам 400 мл,"Чёрный чай с глубоким, насыщенным вкусом и лёгкой терпкостью.",Ассам жапырақты қара шайы 400 мл,"Қара шай терең, бай дәмі мен жеңіл ащылығымен",Loose leaf black Assam tea 400 ml,"Black tea with a deep, rich flavor and a slight bitterness"
Чай листовой черный Ассам 900 мл,Чай листовой черный Ассам 900 мл,"Чёрный чай с глубоким, насыщенным вкусом и лёгкой терпкостью.",Ассам жапырақты қара шайы 900 мл,"Қара шай терең, бай дәмі мен жеңіл ащылығымен",Loose leaf black Assam tea 900 ml,"Black tea with a deep, rich flavor and a slight bitterness"
Вишневый Вихрь 400 мл,Вишневый Вихрь 400 мл,"Яркий и насыщенный лимонад с сочной вишней, лёгкой кислинкой и сладкими ягодными нотками — освежает и бодрит с первого глотка.",Шие құйыны 400 мл,"Шырынды шие, жеңіл қышқылдық және тәтті жидек ноталары бар жарқын әрі қанық лимонад — алғашқы жұтымнан-ақ сергітеді әрі қуат береді",Cherry Whirl 400 ml,"A bright and rich lemonade with juicy cherry, a hint of tartness, and sweet berry notes — refreshes and invigorates from the very first sip"
Вишневый Вихрь 900 мл,Вишневый Вихрь 900 мл,"Яркий и насыщенный лимонад с сочной вишней, лёгкой кислинкой и сладкими ягодными нотками — освежает и бодрит с первого глотка.",Шие құйыны 900 мл,"Шырынды шие, жеңіл қышқылдық және тәтті жидек ноталары бар жарқын әрі қанық лимонад — алғашқы жұтымнан-ақ сергітеді әрі қуат береді",Cherry Whirl 900 ml,"A bright and rich lemonade with juicy cherry, a hint of tartness, and sweet berry notes — refreshes and invigorates from the very first sip"
Бабл Мелон 400 мл,Бабл Мелон 400 мл,Яркий и игривый лимонад с дыней и легкими пузырьками.,Бабл Мелон 400 мл,Қауын мен жеңіл көпіршіктері бар жарқын әрі көңілді лимонад,Bubble Melon 400 ml,A bright and playful lemonade with melon and light bubbles
Бабл Мелон 900 мл,Бабл Мелон 900 мл,Яркий и игривый лимонад с дыней и легкими пузырьками.,Бабл Мелон 900 мл,Қауын мен жеңіл көпіршіктері бар жарқын әрі көңілді лимонад,Bubble Melon 900 ml,A bright and playful lemonade with melon and light bubbles
Киви-Яблоко 400 мл,Киви-Яблоко 400 мл,Яркий фруктовый лимонад с освежающим сочетанием киви и зелёного яблока.,Киви-Алма 400 мл,Киви мен жасыл алманың сергітетін үйлесімі бар жарқын жемісті лимонад.,Kiwi-Apple 400 ml,A vibrant fruit lemonade with a refreshing blend of kiwi and green apple.
Киви-Яблоко 900 мл,Киви-Яблоко 900 мл,Яркий фруктовый лимонад с освежающим сочетанием киви и зелёного яблока.,Киви-Алма 900 мл,Киви мен жасыл алманың сергітетін үйлесімі бар жарқын жемісті лимонад.,Kiwi-Apple 900 ml,A vibrant fruit lemonade with a refreshing blend of kiwi and green apple.
Малигуана 400 мл,Малигуана 400 мл,Освежающий лимонад с малиной и тропическими оттенками гуавы.,Малигуана 400 мл,Таңқурай мен тропикалық гуава дәмі бар сергітетін лимонад,Maliguana 400 ml,A refreshing lemonade with raspberry and tropical hints of guava
Малигуана 900 мл,Малигуана 900 мл,Освежающий лимонад с малиной и тропическими оттенками гуавы.,Малигуана 900 мл,Таңқурай мен тропикалық гуава дәмі бар сергітетін лимонад,Maliguana 900 ml,A refreshing lemonade with raspberry and tropical hints of guava
Манго-маракуйя 900 мл,Манго-маракуйя 900 мл,Тропический взрыв вкуса: сладкое манго и экзотическая маракуйя создают идеальное сочетание свежести и лёгкой кислинки.,Манго-маракуйя 900 мл,"Тропикалық дәмнің жарылысы: тәтті манго мен экзотикалық маракуйяның тамаша үйлесімі, балғындық пен жеңіл қышқылдылықтың мінсіз үйлесімі.",Mango-passion fruit 900 ml,Tropical flavor explosion: sweet mango and exotic passion fruit create the perfect balance of freshness and a slight tartness.
Ягодный Микс 400 мл,Ягодный Микс 400 мл,Насыщенный ягодный лимонад с миксом лесных и садовых ягод.,Жидекті микс 400 мл,Орман және бақша жидектерінің қоспасымен дайындалған қанық жидекті лимонад,Berry Mix 400 ml,Rich berry lemonade with a mix of forest and garden berries
Ягодный Микс 900 мл,Ягодный Микс 900 мл,Насыщенный ягодный лимонад с миксом лесных и садовых ягод.,Жидекті микс 900 мл,Орман және бақша жидектерінің қоспасымен дайындалған қанық жидекті лимонад,Berry Mix 900 ml,Rich berry lemonade with a mix of forest and garden berries
Стробелисс 400 мл,Стробелисс 400 мл,Лёгкий и ароматный лимонад с клубникой и освежающими нотами цитрусов.,Стробелисс 400 мл,Құлпынай мен сергітетін цитрус ноталары бар жеңіл әрі хош иісті лимонад,Strobeliss 400 ml,A light and fragrant lemonade with strawberry and refreshing citrus notes
Стробелисс 900 мл,Стробелисс 900 мл,Лёгкий и ароматный лимонад с клубникой и освежающими нотами цитрусов.,Стробелисс 900 мл,Құлпынай мен сергітетін цитрус ноталары бар жеңіл әрі хош иісті лимонад,Strobeliss 900 ml,A light and fragrant lemonade with strawberry and refreshing citrus notes
Милкшейк Ванильный,Милкшейк Ванильный,"Нежный и сливочный коктейль с насыщенным ароматом ванили — классика, которая всегда в моде.",Ванильді милкшейк ,"Нәзік және кремді коктейль, ванильдің қанық хош иісімен — әрдайым сәнде болатын классика",Vanilla milkshake,A delicate and creamy milkshake with a rich vanilla aroma — a classic that’s always in style
Мороженое 1 шарик,Мороженое 1 шарик,Шарик нежного сливочного мороженого — лёгкое и освежающее завершение трапезы.,Балмұздақ (1 шарик),Нәзік кілегейлі балмұздақ шаригі — жеңіл әрі сергітетін десерт.,Ice cream (1 scoop),A scoop of delicate creamy ice cream — a light and refreshing end to your meal.
Куриное филе с брокколи,Куриное филе с брокколи,"Сочные куриные филе, приготовленные в сливочном соусе с брокколи, шампиньонами и томатами черри, создают идеальное сочетание вкусов и текстур.",Тауық филесі брокколи қосылған,"Сочный тауық филесі, кремді соуспен брокколи, саңырауқұлақтар және шие помидорлары қосылып, дәмдер мен текстуралардың тамаша үйлесімін жасайды.",Chicken fillet with broccoli,"Juicy chicken fillet cooked in a creamy sauce with broccoli, mushrooms, and cherry tomatoes, creating a perfect combination of flavors and textures."
Говяжья котлета с пюре и яйцом ,Говяжья котлета с пюре и яйцом ,"Обжаренная на растительном масле говяжья котлета, подается с картофельным пюре и грибами шампиньон",Сиыр етінен жасалған котлета картоп пюресі мен жұмыртқамен,"Өсімдік майында қуырылған сиыр котлеті, пюре картоппен және саңырауқұлақтармен бірге беріледі.",Beef cutlet with mashed potatoes and egg,"Beef cutlet fried in vegetable oil, served with mashed potatoes and mushrooms."
Куриное бедро с картофелем и грибами ,Куриное бедро с картофелем и грибами ,"Нежное куриное бедро, запеченное с картофелем и шампиньонами, в сочетании с ароматным соевым соусом и зелёным луком для пикантного вкуса.",Тауық жамбасы картоп пен саңырауқұлақтармен,"Нәзік тауық жамбасы, картоп пен саңырауқұлақтармен пісіріліп, хош иісті соя соусымен және жасыл пиязбен қосылып, дәмді талғам береді.",Chicken thigh with potatoes and mushrooms,"Tender chicken thigh baked with potatoes and mushrooms, combined with aromatic soy sauce and green onions for a savory taste."
Филе Миньон с картофельным гратеном  ,Филе Миньон с картофельным гратеном  ,"Нежнейший филе миньон с устричным соусом, подается с ароматным картофельным гратеном и хрустящими чесночными чипсами.",Филе Миньон картоп гратенмен,"Деликатес Миньон филесі устрицалы соуспен, хош иісті картоп гратенымен және қытырлақ сарымсақ чипстерімен беріледі.",Filet Mignon with potato gratin,"Delicate Filet Mignon with oyster sauce, served with fragrant potato gratin and crispy garlic chips."
Курица в паназиатском соусе,Курица в паназиатском соусе,"Хрустящее панированное куриное филе, покрытое ароматным паназиатским соусом, с гарниром из отварного риса, кунжута и свежего лайма.",Паназиялық соустармен дайындалған тауық,"Қытырлақ панировкамен қапталған тауық филесі, хош иісті паназия соусымен, пісірілген күріш, кунжут және жаңа лайммен гарнирленеді.",Chicken in Pan-Asian sauce,"Crispy breaded chicken fillet covered with aromatic pan-Asian sauce, served with a side of steamed rice, sesame seeds, and fresh lime."
